_id,LibraryName,ID,Question,Answer,Category,Keyword,RelatedQ,adjusted_Category
5f30f2fa8d84e15dbccfbd04,朝陽科技大學波錠紀念圖書館,4,為什麼圖書到館的時間需要花費那麼久？,簡單敘述圖書採購工作流程及所需時數：(1)蒐集：請各系所推薦書單(依各系所處理時間)--各學院彙整送圖書資訊處進行複本查核(查核完送複本報表給系所，複本書基本上不再訂購，若系所欲增訂仍送估價。)(3-4星期工作天)--送圖書代理商估價(3-4星期工作天)。(2)估價：核對代理商之估價與原始書目資料是否有誤(3個工作天)，另查核系所經費是否足夠，再彙整估價單進行經費動支申請。(2~4星期工作天)(3)訂書：已核定案通知代理商訂書A.西、日文書: 訂書及分編處理等需[3-6個月工作天]B.中文書：訂書及分編處理等需[2-4個月工作天](4)到書：新書到館後點收並驗證(1-3星期工作天)，無誤後即可上架供全校師生使用。故從接受各系所推薦圖書至書能採買到進入館藏，所需作業時間甚多。,系所薦購資料,false,false,系所薦購資料
5f30f2fa8d84e15dbccfbd05,朝陽科技大學波錠紀念圖書館,5,接受各系所圖書推薦時間為何？,通常為每年的5月、12月通知各系所進行當學年的第1、2次圖書推薦，以利採購作業的進行。,系所薦購資料,false,false,系所薦購資料
5f30f2fa8d84e15dbccfbd06,朝陽科技大學波錠紀念圖書館,6,如何取得每學年度各系所推薦採買入館的書單？,請由「本館首頁➔查找資料➔系所薦購查詢➔薦購到館清單」輸入查詢值即可查詢截至目前為止的新到館館藏書目資料。,系所薦購資料,false,false,系所薦購資料
5f30f2fa8d84e15dbccfbd07,朝陽科技大學波錠紀念圖書館,7,為什麼各系所推薦圖書館購買的書目資料一定要有ISBN？,每一本書都有作者、出版地、出版年、出版者、ISBN(國際標準書號)等描述圖書的基本資料。ISBN有10碼及13碼，當發生書名相同，作者、出版地…不同的時候，就可以用ISBN來加以區別。系所推薦書單若能附上ISBN資料，在進行採購作業時，就能精確分辨出老師真正要推薦的書。,系所薦購資料,false,false,系所薦購資料
5f30f2fa8d84e15dbccfbd08,朝陽科技大學波錠紀念圖書館,8,為什麼各系所推薦書單時要排列出採購順序？,排列圖書採購的優先順序，圖書館採購人員便能即時購置系所推薦的專業圖書，及掌控各系所經費的運用。,系所薦購資料,false,false,系所薦購資料
5f30f2fa8d84e15dbccfbd09,朝陽科技大學波錠紀念圖書館,9,如何查詢館藏期刊？,紙本期刊請利用「館藏查詢」系統查詢，電子期刊請利用「電子資源」系統查詢。系統詳細查詢方式請參見圖書館首頁〉查找資料秘技。,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0a,朝陽科技大學波錠紀念圖書館,10,如何了解現期期刊是否已到館？,利用「館藏查詢」系統查到該種期刊後，點選「最近到館刊期」，即能從點收箱中看到各卷期的到館狀態。,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0b,朝陽科技大學波錠紀念圖書館,11,如何分辨期刊館藏位置?,"期刊資料請至本館三樓期刊區取用--如為現期期刊(當年度期刊)，請抄下現刊架號，按號索刊:1.中文期刊：架號開頭為C。2.西文期刊：架號開頭為E。3.日文期刊：架號開頭為 J。例如：利用期刊查詢系統查出某期刊之架號為C 10-50，'C'表中文期刊，'10'表第十列書架，'50'即中文期刊第十列書架之第50本期刊，餘類推。如為過期期刊(非當年度期刊)，請按刊名首字英文字母或中文筆劃索刊：1.中文期刊：依數字、英文字母、中文字筆劃的順序排序。2.西文期刊：依數字、英文字母的順序排序。3.日文期刊：依數字、英文字母、漢字筆劃的順序排序。",三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0c,朝陽科技大學波錠紀念圖書館,12,期刊資料為什麼不能外借？,期刊通常是許多新知或最新資訊發表的管道，使用率很高，因此為方便讀者隨時可以取用期刊，增加期刊使用頻率，故僅限館內閱覽。此外，期刊的發行方式與書略有不同，期刊通常是當月發行量賣完為止，少有再版情形，故期刊過期後即形同絕版，其珍貴性自不在話下。因此期刊如採一般圖書外借的程序，則遺失率與損毀率勢必增加，當讀者有期刊需求時，則必須大老遠到其他圖書館使用或者花費申請文獻傳遞服務之費用，因此期刊僅限館內閱覽，歡迎讀者多加利用!,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0d,朝陽科技大學波錠紀念圖書館,13,為什麼專業的紙本期刊好像不是很多?,本館專業期刊皆源自於各系所老師們的專業建議，其採購經費亦來自於各系圖書預算。由於期刊每年皆會漲價，且部份期刊已改訂電子版，造成紙本期刊看起來似乎不多，不過，電子期刊有近三萬種喔！建議多多利用電子期刊。,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0e,朝陽科技大學波錠紀念圖書館,14,我想知道某期刊有否被SCI、SSCI或EI收錄？,false,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd0f,朝陽科技大學波錠紀念圖書館,15,我要查國外期刊的排名及影響指數，要如何進行？,false,三樓期刊資料,false,false,三樓期刊資料
5f30f2fa8d84e15dbccfbd10,朝陽科技大學波錠紀念圖書館,16,多媒體資料是如何排列的呢？,圖書館的多媒體資料是先按照資料類型(DVD、CD…等)分區典藏，再依照分類號以及條碼號的先後次序做排列的，建議在找多媒體資料前先以「館藏查詢系統」(https://millennium.lib.cyut.edu.tw/search*cht/)查得索書號，這種方法將有效且快速的找到所需要的資料。,多媒體服務,false,false,多媒體服務
5f30f2fa8d84e15dbccfbd11,朝陽科技大學波錠紀念圖書館,17,個人的包包為何不能攜帶進入多媒體區？,由於本區座位過於擁擠，且為確保館內設備及資料的完整性，因此多媒體區禁止攜帶包包進入。,多媒體服務,false,false,多媒體服務
5f30f2fa8d84e15dbccfbd12,朝陽科技大學波錠紀念圖書館,18,為什麼不能拿自己的片子到五樓多媒體區觀賞呢？,根據著作權法明令規定，圖書館為公共場所，所使用之資料需為”公開播映版”，而一般讀者所購買之資料則大都屬家用版，所以若讀者拿自己的資料到五樓多媒體區來觀賞，恐有觸犯法律之嫌。因此多媒體區不提供讀者使用本區設備，來觀賞自己攜帶的片子。,多媒體服務,false,false,多媒體服務
5f30f2fa8d84e15dbccfbd13,朝陽科技大學波錠紀念圖書館,19,五樓多媒體區的資料如何查詢？,1. 讀者可到圖書館的網站上查詢，先到「查找資料」→點選「館藏查詢」系統，讀者可於「書刊名/書刊名關鍵字」中鍵入想要查詢的資料名稱→再於限制查詢條件的下拉選單中點選「多媒體資料」進行查詢。2. 讀者在五樓多媒體區時可根據架上側面封板的類別標示來尋找所需資料，或可直接請五樓多媒體區服務人員幫忙。,多媒體服務,false,false,多媒體服務
5f30f2fa8d84e15dbccfbd14,朝陽科技大學波錠紀念圖書館,20,電子論文上傳時間何時開始？何時截止？,電子論文繳交期限為每學期受理辦理離校手續日起，至第1學期為2月28日、第2學期為8月31日止(實際開放上傳時間會於每學期教務處離校手續開始辦理前，公告在學校、圖書館最新消息及「博碩士論文系統」首頁中)； 且依據本校「數位化學位論文蒐集辦法」第4條第6款規定，每學期電子論文繳交期限截止後，已審核通過之電子論文內容不得再作修改。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd15,朝陽科技大學波錠紀念圖書館,21,為何我無法登入博碩士論文系統？,1. 您必須先以學校核發之email帳號，註冊為臺灣博碩士論文知識加值系統之會員。2. 至學校信箱收發Email驗證信啟用會員帳號。3. 以該組會員帳號申請朝陽科技大學博碩士論文系統之建檔帳號。4. 建檔帳號申請完成，系統寄發帳密通知信，請以此組建檔帳號密碼進行後續登入及上傳論文。詳細步驟請參考「 準備論文上傳--申請博碩士論文上傳系統帳號密碼」。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd16,朝陽科技大學波錠紀念圖書館,22,我沒有轉PDF檔的軟體該怎麼辦？,請參考「建檔說明 / 準備電子論文檔案」，安裝與下載軟體。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd17,朝陽科技大學波錠紀念圖書館,23,上傳的電子論文檔案內容需要包含哪些？,上傳之電子論文內容必須與紙本論文內容一致，包含：封面、中英文摘要、目次、內文、參考文獻、附註及圖檔等。 除此之外，還需要加入浮水印、填寫PDF檔案摘要。加入完成後即可上傳。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd18,朝陽科技大學波錠紀念圖書館,24,我的電子論文檔案有很多個，該怎麼合併成一個PDF檔案？,若您有多個電子論文檔案，請先將轉檔完成後的PDF檔案合併成一個檔案後再上傳。合併多個PDF檔案方法請參考PDF合併檔案說明。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd19,朝陽科技大學波錠紀念圖書館,25,我的電子論文自Word檔轉成PDF檔後有「?」情形的亂碼，該怎麼辦？,Word檔轉PDF檔時，若您使用 Acrobat 5.0，在列印時應有Acrobat Distiller及Acrobat PDFWriter2個選項可供選擇。您可試試哪一個轉出不會產生不正常的情況。若使用兩種轉檔方式仍有問題，請使用其他轉檔軟體與方法。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd1a,朝陽科技大學波錠紀念圖書館,26,我的電子論文檔案可以設保全嗎？,博碩士論文審核小組會在您的電子論文審核通過後，統一設定文件保全，請您勿自設保全。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd1b,朝陽科技大學波錠紀念圖書館,27,我如何知道自己電子論文的審核結果？,博碩士論文審核小組會於2個工作天內，以Email寄送至您填入「博碩士論文系統」中的電子郵件信箱中，通知您審核結果。或者您也可再次登入「博碩士論文系統」中查看結果。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd1c,朝陽科技大學波錠紀念圖書館,28,浮水印要加在哪？每一頁都要加上浮水印嗎？,請在Word檔案的頁首中插入浮水印圖檔，且每一頁都要加上浮水印。加入浮水印方法請參考此網頁 。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd1d,朝陽科技大學波錠紀念圖書館,29,我的圖會蓋到浮水印，這樣可以嗎？,浮水印加在Word檔案頁首中若被論文圖片蓋到，只要可看見部份浮水印即可。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd1e,朝陽科技大學波錠紀念圖書館,30,是否一定要加入浮水印，我使用的編輯軟體無法加入怎麼辦？,使用LateX以及Scientific Word可不須加入浮水印，但請主動與承辦人員聯絡，以避免電子論文無法審核通過。,電子論文上傳,false,false,學位論文
5f30f2fa8d84e15dbccfbd1f,朝陽科技大學波錠紀念圖書館,31,我何時可以簽署授權書？,電子論文審核通過之後，自行上線列印授權書(一式2張)。確認授權選項無誤後，簽署2張「博碩士論文電子檔案上網授權書」，並於辦理離校時，將這2張授權書交給圖書館2F借還書櫃台。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd20,朝陽科技大學波錠紀念圖書館,32,我可以到圖書館上傳論文後，在當天簽署授權書嗎？,很抱歉！由於離校辦理期間(特別是上傳截止日前2週)，每日電子論文待審核數量眾多且館務繁忙，您的論文上傳之後，博碩士論文審核小組一定會於2個工作天內，寄發審核結果 Email 通知至您填寫於「博碩士論文系統」中的電子郵件信箱內，請勿要求當天立即審核。若有特殊情形，請於到館前一天聯絡圖資處承辦人員約定時間，以利承辦人員安排相關工作事宜。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd21,朝陽科技大學波錠紀念圖書館,33,電子論文授權書是否可以代簽？,由於電子論文授權書具有法律效力，因此不可代簽。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd22,朝陽科技大學波錠紀念圖書館,34,簽署授權書後，如何再修改我的論文電子檔或摘要資料?,1. 若電子論文已審核通過並簽署授權書後須再修改，請於當次論文上傳截止日前下載「審核後再修改申請書」，填妥之後書面寄回圖資處採編組。2. 若修改項目包含PDF檔案，請將修正後的PDF檔(必須加上浮水印及符合轉檔規定)Email給承辦人員。3. 若有修改論文題目、電子論文開放權限或指導教授等資料，則必須還要重新簽署授權書。(待系統管理端修正後，印出授權書重新簽署並寄回圖資處採編組。)需注意，每學期論文上傳截止期限後，即不再受理變更之申請。其他資訊請至「建檔說明 / 論文變更 」觀看處理流程表。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd23,朝陽科技大學波錠紀念圖書館,35,我的電子論文已審核通過，也已簽署電子論文授權書，為何我的離校手續關卡還沒通過？,若您電子論文授權書已簽署並繳交，但此項的離校手續關卡中仍未註記通過，請您於學校上班時間內，與承辦人員聯絡詢問 。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd24,朝陽科技大學波錠紀念圖書館,36,我的論文有申請專利或其他特殊原因，該如何申請延後公開論文?,1. 電子論文全文延後公開，請於上傳時，直接在電子論文系統之校內外全文使用權限選擇公開的時間。依據教育部台高通字第0970140061號來函辦理，各校學位論文延後公開年限最長為5年。2. 若因申請專利，無法立即公開電子論文系統中之摘要，請與圖資處承辦人員聯繫。3. 紙本論文若需延後上架，請洽教務處註冊組網頁下載。,電子論文上傳,false,false,電子論文上傳
5f30f2fa8d84e15dbccfbd25,朝陽科技大學波錠紀念圖書館,37,全文電子檔授權書與紙本授權書是否相同？需要裝訂於紙本論文內嗎？,全文電子檔授權書是關於上傳的電子全文授權，紙本授權書是關於紙本論文授權，二者是各自獨立不相關的。紙本論文授權書請依註冊組規定裝訂於紙本論文中。下載紙本論文授權書 本校全文電子檔授權書在電子論文審核通過後，必須自行上線列印授權書(一式2張)。確認授權選項無誤後，簽署兩張「博碩士論文電子檔案上網授權書」，並於辦理離校時，將這兩張授權書交給圖書館2F借還書櫃台，不須裝訂於紙本論文中。請注意授權書不可有任何塗改，若有塗改請重新列印並再次填寫。,電子論文上傳,false,false,電子資源
5f30f2fa8d84e15dbccfbd26,朝陽科技大學波錠紀念圖書館,38,檢索訓練教室內之電腦數量及配備規格是如何呢？,教室內共有66部電腦(含教師用1部)，配置有軟/硬體廣播系統、麥克風，供本校師生使用。,檢索教室,false,false,檢索教室
5f30f2fa8d84e15dbccfbd27,朝陽科技大學波錠紀念圖書館,39,如欲借用檢索訓練教室，該如何申請？,1. 須於使用日期前7天使用圖書館場地借用系統(http://www.lib.cyut.edu.tw/site/index.htm)辦理申請，以先申請者為優先，經核可後借用。,檢索教室,false,false,檢索教室
5f30f2fa8d84e15dbccfbd28,朝陽科技大學波錠紀念圖書館,40,電子資源系統的帳號密碼忘了，怎麼辦？,電子資源系統預設帳號為您的學號或教職員證號，密碼預設值為您的身分證號，此組帳號密碼與您的個人借閱記錄查詢相同，若您曾更改過密碼，請使用修改後的密碼登入。如仍無法登入系統，請洽讀者服務組(校內分機3146或rs@cyut.edu.tw)。,電子資源,false,false,電子資源
5f30f2fa8d84e15dbccfbd29,朝陽科技大學波錠紀念圖書館,41,在校外可以使用本館電子資源嗎？,凡是朝陽科技大學在職的教職員或在學的學生，皆可在通過電子資源系統身分認證後，自校外連線使用本館網路版電子資源。電子資源系統預設帳號為您的學號或教職員證號，密碼預設值為您的身分證號，此組帳號密碼與您的個人借閱記錄查詢相同，若您曾更改過密碼，請使用修改後的密碼登入。如仍無法登入系統，請洽讀者服務組(校內分機3146或rs@cyut.edu.tw)。,電子資源,false,false,電子資源
5f30f2fa8d84e15dbccfbd2a,朝陽科技大學波錠紀念圖書館,42,校外人士可以到本館使用電子資源嗎？,可以，請至本館二樓服務台洽詢。,電子資源,false,false,電子資源
5f30f2fa8d84e15dbccfbd2b,朝陽科技大學波錠紀念圖書館,43,資料庫無法連線時，怎麼辦？,請洽詢讀者服務組(校內分機3146或rs@cyut.edu.tw)。,電子資源,false,false,電子資源
5f30f2fa8d84e15dbccfbd2c,朝陽科技大學波錠紀念圖書館,44,單機版的資料庫要在哪裡使用呢?,目前本館的單機版資料庫，均安裝於圖書館二樓資訊檢索區電腦中，部分光碟則需至服務台登記借閱，使用前請先至電子資源系統查詢各資料庫簡介。,電子資源,false,false,電子資源
5f30f2fa8d84e15dbccfbd2d,朝陽科技大學波錠紀念圖書館,45,圖書館沒有我需要的書和期刊時怎麼辦？,若圖書館沒有您需要的書刊、博碩士論文，您可先利用全國期刊聯合目錄或全國圖書書目資訊網查得何館有您所需書刊，再透過全國文獻傳遞服務系統向其他圖書館申請複印文獻或借書，亦可申請辦理中部大學圖書館聯盟、中區技專校院校際聯盟或本館個別簽訂的圖書互借聯盟圖書館借書證，親自前往借閱。詳細辦法，請參考本館網頁〉館際合作與跨校借書之說明。,文獻傳遞,false,false,文獻傳遞
5f30f2fa8d84e15dbccfbd2e,朝陽科技大學波錠紀念圖書館,46,什麼是全國文獻傳遞服務？,若圖書館沒有您需要的書刊、博碩士論文，您可先利用全國期刊聯合目錄或全國圖書書目資訊網查得何館有您所需書刊，再透過全國文獻傳遞服務系統向其他圖書館申請複印文獻或借書，亦可申請辦理中部大學圖書館聯盟、中區技專校院校際聯盟或本館個別簽訂的圖書互借聯盟圖書館借書證，親自前往借閱。詳細辦法，請參考本館網頁〉館際合作與跨校借書之說明。,文獻傳遞,false,false,館際互借與複印
5f30f2fa8d84e15dbccfbd2f,朝陽科技大學波錠紀念圖書館,47,如何申請館際複印／互借？,申請前先查詢館藏查詢系統與電子資源系統，確認本館無此館藏後，利用期刊聯合目錄或圖書聯合目錄，找尋申請單位，再透過全國文獻傳遞服務系統（第一次使用必須先申請帳號）填寫複印申請單或借書申請單。如有任何問題，請洽讀者服務組(校內分機3146或rs@cyut.edu.tw)。,文獻傳遞,false,false,館際借書與複印
5f30f2fa8d84e15dbccfbd30,朝陽科技大學波錠紀念圖書館,48,申請文獻傳遞服務大概需要多久時間可以拿到?,一般文獻傳遞服務申請件的處理流程包括：本館審核送出、被申請館查找館藏及複印寄出、郵遞時間、本館收到後之登記作業，約為3-5個工作天；若讀者申請傳遞方式為Ariel電子傳遞，則可省去郵遞時間。另外，若讀者所填寫之書目資訊有誤、或是被申請館無該筆館藏，則可能會退件給本館或者轉至下一個被申請館處理，如此必會延長申請件的處理時間。 整體而言，申請件在本館處理的階段原則上會在1個工作天內完成，至於他館處理以及郵寄的過程並非本館可掌控，但如有申請件寄出超過1週未收到，本館均會進行追蹤及處理。,文獻傳遞,false,false,文獻傳遞
5f30f2fa8d84e15dbccfbd31,朝陽科技大學波錠紀念圖書館,49,申請館際合作文件該如何付費？,請至圖書館二樓服務台取件並付款。,文獻傳遞,false,false,館際互借與複印
5f30f2fa8d84e15dbccfbd32,朝陽科技大學波錠紀念圖書館,50,申請館際複印時，圖書、期刊或博碩士論文可以整本複印嗎？,因應著作權法規定，圖書館只能提供整本書刊或博碩士論文之部份複印服務，有些學校另提供博碩士論文外借，申請前可先參考各校館藏系統。,文獻傳遞,false,false,文獻傳遞
5f30f2fa8d84e15dbccfbd33,朝陽科技大學波錠紀念圖書館,51,如何薦購圖書？,薦購圖書路徑：圖書館首頁>讀者服務>圖書薦購,個人圖書薦購,false,false,圖書採購及交贈
5f30f2fa8d84e15dbccfbd34,朝陽科技大學波錠紀念圖書館,52,為什麼「圖書薦購系統」只能使用學校的E-mail？,本薦購系統僅供在校教職員生薦購，故以學校的E-mail帳號來進行身份確認。,個人圖書薦購,false,false,個人圖書薦購
5f30f2fa8d84e15dbccfbd35,朝陽科技大學波錠紀念圖書館,53,為什麼沒有收到圖書薦購的回函通知？,原因一：鍵錯E-mail信箱被退件。例如： s9600123鍵成96001232。原因二：沒有收學校信箱或信箱爆滿被退件。,個人圖書薦購,false,false,個人圖書薦購
5f30f2fa8d84e15dbccfbd36,朝陽科技大學波錠紀念圖書館,54,薦購時有設定書採購入館後請協助預約，為什麼沒有幫我預約？,1.所薦購之資料為休閒書區圖書或多媒體資料，恕不接受設定為預約書。2.如您的預約書已超過3冊，或有逾期未還圖書及罰款，將不會為您設定為預約書。,個人圖書薦購,false,false,個人圖書薦購
5f30f2fa8d84e15dbccfbd37,朝陽科技大學波錠紀念圖書館,55,薦購期刊，才剛開學，卻收到「已無經費」通知？,期刊屬年度刊物，故經費在新的學年度開始前即已執行完畢，因此專業期刊可直接向系上反應需求，由系上在學年度的圖博經費中提列，若為一般期刊，則可列入下學年度參考。,個人圖書薦購,false,false,個人圖書薦購
5f30f2fa8d84e15dbccfbd38,朝陽科技大學波錠紀念圖書館,56,請問薦購系統上薦購的圖書，多久會通知到館呢？,作業時間視資料取得管道而不同，中文書約需1至2個月，大陸書約需2至3個月、西文書約需2至4個月、視聽資料約需1至4個月。,個人圖書薦購,false,false,個人圖書薦購
5f30f2fa8d84e15dbccfbd39,朝陽科技大學波錠紀念圖書館,57,什麼是「圖書急編服務」？,透過書目資料庫查詢，凡已進館的資料，若該資料的「處理狀態」為「編目處理中」，即可利用「圖書急編服務」申請單，透過電子郵件，申請優先處理。,急編服務,false,false,急編服務
5f30f2fa8d84e15dbccfbd3a,朝陽科技大學波錠紀念圖書館,58,申請圖書急編服務，多久可拿到書？,1. 接到讀者申請時，如無其他因素，將儘可能於1個工作天內處理完成，使讀者可很快的獲取資料。若經3個工作天仍未能處理完成將主動告知讀者原因。2. 讀者服務組會將分編好的資料設定為讀者的預約書，並通知讀者取書。讀者亦可自行查詢館藏查詢系統，若處理狀況已由「編目處理中」改為「可外借」，表示所欲借的資料已完成編目，可逕至二樓借還書服務台借閱。如為不外借之館藏，則可逕至該筆資料之典藏地取閱。,急編服務,false,false,急編服務
5f30f2fa8d84e15dbccfbd3b,朝陽科技大學波錠紀念圖書館,59,圖書的「處理狀態」，若為「移送讀服」，可申請急編服務嗎？,書籍的「處理狀態」為「移送讀服」，不適用此服務，請逕洽讀者服務組，校內分機3151或3152。,急編服務,false,false,急編服務
5f30f2fa8d84e15dbccfbd3c,朝陽科技大學波錠紀念圖書館,60,請問隨時都可以捐書嗎?有規定一定要什麼樣的書才能捐嗎?,以下是收書原則：(一) 符合智慧財產權者。(二) 內容需符合本館館藏政策。(三) 學位論文、技術報告及研討會論文集。(四) 公播版之視聽資料。(五) 珍本秘笈。(六) 破損、掉頁、受潮或發霉、有蛀蟲之書不予蒐藏。(七) 小至專科之教科書、參考自修、筆記、非本校畢業紀念冊及校刊、佛書、農民曆、及其他宗教宣傳品、期刊雜誌、報紙及少於50頁之小冊子不予蒐藏。,贈書,false,false,贈書
5f30f2fa8d84e15dbccfbd3d,朝陽科技大學波錠紀念圖書館,61,如何贈書給圖書館?,(一) 如果到學校，可直接將書籍交給圖書館借還書櫃台。(二) 若不方便到學校，可直接將書籍郵寄到學校圖書資訊處採編組。,贈書,false,false,贈書
5f30f2fa8d84e15dbccfbd3e,朝陽科技大學波錠紀念圖書館,62,弄丟書，如何處理？,1. 書有遺失狀況，請先向借還書櫃台通報圖書掛失，如果是在到期日之前通報，則不會產生逾期罰款；如果是在到期日後才通報，那麼除了賠書，尚需繳納逾期罰款。2. 賠書：(1)根據本館圖書借閱規則第20條：「讀者如遺失本館圖書資料，需自行購買與原資料題名、編著者、出版處所、裝訂版次相同或最新版之新書賠償；讀者賠償後，若尋獲原件，亦不得要求更換取回。」(2)因此當你向借還書櫃台通報圖書掛失時，請向櫃檯人員索取書目資料，以供購書時參考。3. 圖書掛失後，請於1個月內，自行購買遺失的書來賠償；若1個月內仍無法買到，請到圖書館說明一下狀況，否則暫時停止讀者借閱權利，直到讀者前來說明為止。若無法買到一樣的書，請讀者在購買其他書前，先將欲購買的圖書資料抄錄下來後詢問館員，待本館同意後再購買為宜。 (原則上，所賠之類似書，金額不得低於遺失的書，出版年要較遺失的書還新，且是館藏尚未有的書)。4. 若讀者希望所賠償的書籍於編目完成後再借出，請在賠償的當時向館員提出需求﹔如此一來，當該書編目完成移送書庫時，本館館員會將該書設為賠償者的預約書，等待讀者前來借閱。,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd3f,朝陽科技大學波錠紀念圖書館,63,當在圖書館的書架上找不到書時，該怎辦？,圖書不在架上，請先參考館藏查詢系統的處理狀態欄顯示的訊息。1.若為「到期 09-29-20」，表此書目前外借中，該讀者到期日為2020年09月29日，您可以直接線上辦理預約。2.若為「編目處理中」，請至圖書館網頁「圖書急編服務」填寫申請單，我們將儘快為您處理。3.若為「可借閱」時，請至二樓借還書櫃台填寫「代尋書」申請單，工作人員會幫忙找書，找到後將設為預約書，隔日系統會發送E-mail通知。4.若為「圖書待上架」，表此書可能剛歸還正上架中，若架上找不到，可在樓層入口右側圖書待上架區尋找。,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd40,朝陽科技大學波錠紀念圖書館,64,圖書歸還後，我想了解上架作業流程？,讀者歸還的圖書，72小時內系統上的狀態是「圖書待上架」；72小時後變為「可借閱」。若系統上顯示為「圖書待上架」，可先至4、6樓書庫入口右側的「圖書待上架區」尋找。若系統上顯示為「可借閱」，在書架上卻找不到書，請至二樓借還書櫃檯向工作人員反應，之後處理流程如下：1. 櫃檯有人手，則立即幫讀者尋書。2. 櫃檯忙碌時，請讀者填寫「代尋書」申請單；之後讀者服務組會請工讀生於書架上尋找圖書；尋獲後設為預約書，隔天開館前發出E-mail通知信，通知讀者至二樓借還書櫃檯借書。3. 尋找五次後，仍找不到的書，本館會將該書暫時設定為”遺失”。,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd41,朝陽科技大學波錠紀念圖書館,65,在圖書館閱讀時，遇到其他學生喧嘩時，該怎麼處理？,圖書館是一個安靜的閱讀場所，讀者應共同維護本館的安寧；本館每天均有館員不定時巡視館舍，會針對各種讀者們不宜的行為加以解決或是勸導。當讀者在閱覽室或其他地點閱讀遇到喧嘩情況時，可以透過每樓層出口處的電話，撥打3151或3152，本館將立即派員處理。,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd42,朝陽科技大學波錠紀念圖書館,66,何時可辦理圖書長期借閱？,依現行法規之規定，本館只在寒暑假期間提供圖書長期借閱服務，至於借閱冊數則維持不變。,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd43,朝陽科技大學波錠紀念圖書館,67,校友如何辦證借閱？,凡是本校校友持校友證，即可返校至圖書館辦理圖書資料借閱。唯首次借閱者，須至二樓借還書櫃臺辦理個人資料登錄。相關規定如下：1. 圖書借閱：10冊、15天、無人預約情況下可續借3次。2. 視聽資料：3個條碼號、3小時、限館內閱覽。3. 其他圖書資料限館內閱覽。4. 辦理校友證請點選「加入校友會」，填寫線上表單，如有疑問請聯絡校友服務組（04-2332-3000#5503），或加入校友總會LINE帳號詢問（ID:cyutalumni）5. 校友證辦理請參閱學校相關網頁說明：校友專區,其他類,false,false,其他類
5f30f2fa8d84e15dbccfbd44,朝陽科技大學波錠紀念圖書館,68,館友如何辦證借閱？,除短期進修學員外，有效期限為1年，到期以身分證或服務證明展延有效期限。相關規定如下：1. 退休教職員：憑身分證辦理借書。2. 長億與興農企業及駐校廠商員工：憑身分證及服務單位證明書辦理。3. 短期進修學員：憑身分證、學員證及繳費收據辦理；有效期限同修課期間。4. 本校高中、職策略聯盟學校之師生：憑身分證及該校核發之服務證或學生證辦理。5. 社區民眾：設籍中部縣市(含台中縣市、彰化縣、南投縣、雲林縣)年滿18歲之居民或年滿12歲之本校教職員眷屬，憑身分證辦理並繳交保證金新台幣1仟元。,其他類,false,false,其他類
5f30f3cb8d84e15dbccfbd45,開南大學圖書資訊處,true,開南圖書館網站首頁？,開南圖書館首頁：http://www.lib.knu.edu.tw,圖書,false,false,圖書
5f30f3cb8d84e15dbccfbd46,開南大學圖書資訊處,2,要如何找圖書館的書？,1. 可透過圖書館網頁http://www.lib.knu.edu.tw點選「館藏查詢」之後，輸入關鍵詞搜尋。2. 可至圖書館一樓流通櫃檯請教館員。,圖書,false,false,圖書
5f30f3cb8d84e15dbccfbd47,開南大學圖書資訊處,3,一張學生證可以借多少本書？,大學部學生十冊，研究生二十冊。詳見開南大學圖書館使用規則。,圖書,false,false,圖書
