_id,Question,Category
5f3a90bb75253f1d98dd471e,請問圖書館內有無提供影印服務?,55
5f3a90bb75253f1d98dd471f,我可以帶自己的手提電腦來圖書館上網嗎？,55
5f3a90bb75253f1d98dd4720,在網路檢索區查到的資料可否儲存?,55
5f3a90bb75253f1d98dd4721,在網路檢索區查到的資料可以列印嗎?,55
5f3a90bb75253f1d98dd4722,可否在網路檢索區使用自己帶來的軟體?,55
5f3a90bb75253f1d98dd4723,請問網路檢索區的開放時間是?,55
5f3a90bb75253f1d98dd4724,使用網路檢索區一次可以用多久時間?,55
5f3a90bb75253f1d98dd4725,使用網路檢索區需要什麼證件?,55
5f3a90bb75253f1d98dd4726,網路檢索區可否玩遊戲？,55
5f3a915575253f1d98dd4727,請問在那裡有今天的報紙可以看？,56
5f3a915575253f1d98dd4728,請問可以看到過期的報紙嗎？,56
5f3a915575253f1d98dd4729,期刊雜誌可外借嗎?,56
5f3a92ed75253f1d98dd472a,辦理一證通用後，如果我的個人資料有異動，可以跨縣市辦理資料異動嗎？,57
5f3a92ed75253f1d98dd472b,辦理一證通用後，如果在某一館借閱圖書逾期會影會另一館的權益嗎？圖書逾期罰款可以跨縣市賠償處理嗎？,57
5f3a92ed75253f1d98dd472c,辦理一證通用後，我可借閱的圖書冊數、借閱天數等權益有沒有調整？,57
5f3a92ed75253f1d98dd472d,外籍人士可以申請一證通用服務嗎？,57
5f3a92ed75253f1d98dd472e,請問辦理一證通用後，圖書可以跨縣市通還嗎？,57
5f3a92ed75253f1d98dd472f,請問辦理一證通用後，可以申請跨縣市圖書預約取新北市取書嗎？新北市的圖書可預約至跨縣市圖書館取書嗎？,57
5f3a92ed75253f1d98dd4730,我要如何申請一證通用？,57
5f3a92ed75253f1d98dd4731,什麼是一證通用？申辦一證通用有什麼功能？申請有無條件限制？,57
5f3a973875253f1d98dd4732,總館及各分館(室)借閱的圖書，可以在智慧圖書館歸還嗎？,58
5f3a973875253f1d98dd4733,在智慧圖書館借閱的圖書，可在總館及各分館(室)還嗎？,58
5f3a973875253f1d98dd4734,可以在智慧圖書館取書或預約智慧圖書館的書嗎？,58
5f3a973875253f1d98dd4735,請問系統上顯示的預約圖書等待人數是甚麼意思？,58
5f3a973875253f1d98dd4736,圖書可以續借嗎？要如何辦理續借呢？,58
5f3a973875253f1d98dd4737,可以委託代理借書嗎?,58
5f3a973875253f1d98dd4738,借閱之圖書遺失如何賠償？,58
5f3a973875253f1d98dd4739,什麼是「預約（借）」?,58
5f3a973875253f1d98dd473a,申請預約(借)其他館圖書需要具備什麼條件？,58
5f3a973875253f1d98dd473b,可以預約(借)圖書之數量？,58
5f3a973875253f1d98dd473c,申請預約（借）的圖書，如果圖書館找不到，會通知讀者嗎？,58
5f3a973875253f1d98dd473d,圖書如有附件應如何申請預約(借)？可以單獨申請附件嗎？,58
5f3a973875253f1d98dd473e,哪些資料可以預約(借)？,58
5f3a973875253f1d98dd473f,圖書預約及通還服務需要收費嗎？,58
5f3a973875253f1d98dd4740,為何我見不到預約輸入借閱證號的視窗？,58
5f3a973875253f1d98dd4741,如何取消預約(借)？,58
5f3a973875253f1d98dd4742,如何取得預約圖書？,58
5f3a973875253f1d98dd4743,預約（借）取書期限是多久？,58
5f3a973875253f1d98dd4744,所有圖書都可預約嗎？,58
5f3a973875253f1d98dd4745,預約書歸還到圖書館何時會通知我借閱?,58
5f3a973875253f1d98dd4746,為何我無法進行預約(借)?,58
5f3a973875253f1d98dd4747,申請預約（借）後多久可以借到書？,58
5f3a973875253f1d98dd4748,預約（借）逾期未取，會有什麼罰則嗎？,58
5f3a973875253f1d98dd4749,目前哪些圖書館尚未開放預約及通還服務？,58
5f3a973875253f1d98dd474a,如何預約(借)圖書?,58
5f3a985775253f1d98dd474b,借閱圖書所附光碟片遺失時，可否用複製片歸還？,58
5f3a985775253f1d98dd474c,關於有附件的書籍是否可以只借書，不借附件？,58
5f3a985775253f1d98dd474d,書目查詢可外借之書，在書架上找不到時，該怎麼辦?,58
5f3a985775253f1d98dd474e,圖書逾期歸還，會有什麼罰則？,58
5f3a985775253f1d98dd474f,有聲書怎麼借？,58
5f3a985775253f1d98dd4750,我有一本書逾期沒還，可以再借其他書嗎？,58
5f3a985775253f1d98dd4751,借書一次可借20本，如果第一次只借了5本，其餘的15本可以下次再借嗎？可以到別的分館借嗎？,58
5f3a985775253f1d98dd4752,我想知道自己借了那些書，何時到期？是否有逾期？,58
5f3a985775253f1d98dd4753,借書期限快到了，能否續借？,58
5f3a985775253f1d98dd4754,圖書資源借閱期限幾天？,58
5f3a995475253f1d98dd4755,使用電子資源是否有人數、使用地點限制？,59
5f3a995475253f1d98dd4756,使用電子資源是否有資格限制？,59
5f3a995475253f1d98dd4757,目前有哪些電子資源可以使用？,59
5f3a995475253f1d98dd4758,為何電子書服務平臺無法註冊？,59
5f3a995475253f1d98dd4759,從哪裡可連結電子資源使用？,59
5f3a9a7875253f1d98dd475a,我要怎麼成為圖書館志工?,60
5f3a9a7875253f1d98dd475b,我想成為「幸福閱讀‧學習相伴」陪讀天使，請問要如何申請呢？,60
5f3a9a7875253f1d98dd475c,我想要申請總館的場地辦展覽，請問我要如何申辦呢?,60
5f3a9a7875253f1d98dd475d,請問我該如何獲得講座的資訊呢?,60
5f3a9a7875253f1d98dd475e,請問要如何知道圖書館辦理的嬰幼兒閱讀活動？,60
5f3a9a7875253f1d98dd475f,請問如何領取0-18個月嬰幼兒閱讀禮袋？,60
5f3a9a7875253f1d98dd4760,我想知道新北市圖書館有哪些場地可以租借?,60
5f3a9a7875253f1d98dd4761,如何申請總館導覽?,60
5f3a9bbf75253f1d98dd4762,館外書展申請的冊數和時間有什麼規定嗎？,61
5f3a9bbf75253f1d98dd4763,申請館外書展有什麼條件嗎？,61
5f3a9bbf75253f1d98dd4764,我要如何申請館外書展？,61
5f3a9bbf75253f1d98dd4765,館外書展的書可否外借？,61
5f3a9bbf75253f1d98dd4766,什麼是館外書展？,61
5f3a9bbf75253f1d98dd4767,已經申請行動書車服務，若遇上雨天，應如何處理？,61
5f3a9bbf75253f1d98dd4768,申請行動書車需要什麼資格嗎？,61
5f3a9bbf75253f1d98dd4769,要如何申請行動書車的服務？,61
5f3a9bbf75253f1d98dd476a,行動書車提供哪些服務？,61
5f3a9bbf75253f1d98dd476b,從哪裡可以得知行動書車服務的時間和地點？,61
5f3a9d5875253f1d98dd476c,如何查詢某月份的期刊雜誌?,62
5f3a9d5875253f1d98dd476d,第一次使用圖書館網站讀者服務功能，要如何登入？,62
5f3a9d5875253f1d98dd476e,如何查詢圖書館藏書？,62
5f3a9d5875253f1d98dd476f,我如何知道圖書館有辦活動？,62
5f3a9d5875253f1d98dd4770,你們有提供無線網路（wifi）嗎？,62
5f3a9d5875253f1d98dd4771,讀者資料在網站上是否被安全性保護?,62
5f3a9d5875253f1d98dd4772,我不會用電腦查詢書目，該怎麼辦？,62
5f3a9d5875253f1d98dd4773,館藏查詢時可否限制只找某一個圖書館的資料？,62
5f3a9d5875253f1d98dd4774,我的資料有變更(換電話、搬家、email…)，可以直接在網站上更改資料嗎?,62
5f3a9d5875253f1d98dd4775,"我想將圖書館加入白名單(非垃圾信件名單),請問圖書館通知電子郵件位址為何？",62
5f3a9e0b75253f1d98dd4776,如果家中有書，可以捐給你們圖書館嗎？,63
5f3a9e0b75253f1d98dd4777,如何推薦圖書資料？,63
5f3a9e9075253f1d98dd4778,如何使用新北愛Book App「Beacon」導覽系統?,9
5f3a9e9075253f1d98dd4779,哪裡可以查到新北市所有圖書館地址電話？,9
5f3a9e9075253f1d98dd477a,從何處可以得知圖書館開放時間及休館日？,9
5f1e5f2d513ecd2d2855575d,忘記帶學生證了，可否用別人的學生證借書？,64
5f1e5f2d513ecd2d2855575e,糟糕！我把借來的二本書籍中，一本弄破，一本弄丟了，我該怎麼辦呢？,64
5f1e5f2d513ecd2d2855575f,該如何辦理借書手續呢？,64
5f1e5f2d513ecd2d28555760,圖書館內的書籍，哪些是可以借出來，哪些是只可以在館內參考呢？,64
5f1e5f2d513ecd2d28555761,圖書借閱期限已到了，我還想多看幾天，該如何辦理續借手續呢？,64
5f1e5f2d513ecd2d28555762,哇！忘記自己共借了幾本書，書名為何？該怎麼辦？,64
5f1e5f2d513ecd2d28555763,電腦書通常有附磁片或光碟，學生該如何借？,64
5f1e5f2d513ecd2d28555764,為何都沒有收到提醒還書及逾期還書通知？,64
5f1e5f2d513ecd2d28555765,館藏查詢圖書為“在架上”但卻找不到書，其原因？該如何處理？,64
5f1e5f2d513ecd2d28555766,逾期還書為何要罰款？,64
5f1e5f2d513ecd2d28555767,閉館後要如何還書？,64
5f1e5f2d513ecd2d28555768,如果圖書逾期罰款一直不處理，那麼會有什麼後果嗎?,64
5f1e67e2513ecd2d28555769,我借的書 ” 好像 ” 已經還了，為何收到逾期通知？,64
5f1e67e2513ecd2d2855576a,預約書如何借？,64
5f1e67e2513ecd2d2855576b,圖書館假日是否有開館？,64
5f1e67e2513ecd2d2855576c,可不可以由本校圖書館直接連線使用長庚大學圖書館所訂購的資料庫？,64
5f1e67e2513ecd2d2855576d,為何圖書館只有主要區域有開燈，我若要開燈怎麼辦？,64
5f1e67e2513ecd2d2855576e,借書注意事項？,64
5f1e67e2513ecd2d2855576f,如何推薦新書？,64
5f1e67e2513ecd2d28555770,如何線上續借館藏？,64
5f1e67e2513ecd2d28555771,如何線上預約館藏？,64
5f1e67e2513ecd2d28555772,如何開車前來國立體育大學圖書館?,64
5f1e67e2513ecd2d28555773,如何於圖書館使用無線網路?,64
5f1e734e513ecd2d28555774,若忘記攜帶學生證，入館時被擋駕，有沒有什麼變通的辦法？若想帶朋友入館參觀又怎麼辦？,65
5f1e734e513ecd2d28555775,本校校友可以申請外借圖書嗎？,65
5f1e734e513ecd2d28555776,本校教職員眷屬可以申請外借圖書嗎?,65
5f1e734e513ecd2d28555777,圖書館是否開放社區居民申請外借圖書?,65
5f1e734e513ecd2d28555778,請問館藏資源的採購流程？,66
5f1e734e513ecd2d28555779,請問為什麼我介購的圖書遲遲未到館呢？,66
5f1e734e513ecd2d2855577a,請問可由什麼管道推薦圖書，請圖書館採購呢？,66
5f1e734e513ecd2d2855577b,我已由介購系統推薦圖書，如何得知我介購書是否到館了呢？,66
5f1e734e513ecd2d2855577c,如何借討論室?,67
5f1e734e513ecd2d2855577d,請問圖書館可以無線上網嗎？如果可以，怎麼設定？,67
5f1e734e513ecd2d2855577e,如何借用研究小間？,67
5f1e734e513ecd2d2855577f,請問如何線上辦理續借？,67
5f1e734e513ecd2d28555780,圖書續借的次數只限一次而已，可以增加嗎？,67
5f1e734e513ecd2d28555781,請問如何線上辦理預約圖書或成大借書證？,67
5f1e734e513ecd2d28555782,在網路上預約書籍完成後，何時可到館取書？若優先序排第二以後時又如何？,67
5f1e734e513ecd2d28555783,為何書已歸還罰款也已繳清卻還收到逾期通知單呢？,67
5f1e734e513ecd2d28555784,為何有時會在分類號符合的地方，卻找不到我要的書？,67
5f1e734e513ecd2d28555785,圖書館WebPAC上「利用電子郵件通知讀者重要事項」之服務對象和範圍為何？,67
5f1e734e513ecd2d28555786,如何借閱書後附件？,67
5f1e734e513ecd2d28555787,期刊的排名、點數是什麼？如何查詢？,68
5f1e734e513ecd2d28555788,請問館內期刊如何排架?,68
5f1e734e513ecd2d28555789,請問我要到哪裡找過期的期刊資料呢?,68
5f1e734e513ecd2d2855578a,圖書館每年暑假進行期刊裝訂工作，若期刊狀況出現「裝訂中」，則不在館內。另部份期刊不裝訂，只留當年期。為什麼在架上會找不到當期期刊呢?,68
5f1e734e513ecd2d2855578b,館內期刊為何不可外借？,68
5f1e734e513ecd2d2855578c,過期的雜誌是否可開放外借？,68
5f1e734e513ecd2d2855578d,對於過期報紙，圖書館怎麼保存？,68
5f1e734e513ecd2d2855578e,我怎麼在架上會找不到語言學習類的期刊呢?,68
5f1e734e513ecd2d2855578f,SDOS停訂時，之前所設的Alerts會消失嗎？,69
5f1e734e513ecd2d28555790,請問如何使用本校演講網(iMOD)？,69
5f1e734e513ecd2d28555791,請問我該如何申請育訓練課程？,69
5f1e734e513ecd2d28555792,讀者可在何處查到電子字辭典？,69
5f1e734e513ecd2d28555793,於館內檢索資料後，可利用何種方式儲存與輸出資料？,69
5f1e734e513ecd2d28555794,電子期刊與資料庫有何不同？,69
5f1e734e513ecd2d28555795,手上已有老師提供的某篇文章之參考文獻，怎樣找到全文？,69
5f1e734e513ecd2d28555796,資料庫或電子期刊是否均提供校外使用帳號？,69
5f1e734e513ecd2d28555797,為何從自宅網路連接上圖書館線上資料庫網頁後，卻無法使用部分資料庫？,69
5f1e734e513ecd2d28555798,如何取得學位論文資料？,69
5f1e734e513ecd2d28555799,如何登入學位論文系統？,70
5f1e734e513ecd2d2855579a,辦理離校時，須繳交幾冊紙本論文？要加上授權書嗎？,70
5f1e734e513ecd2d2855579b,如何轉為PDF檔？,70
5f1e734e513ecd2d2855579c,何謂館際合作？如何利用？,71
5f1e734e513ecd2d2855579d,成大借書證為何常常借不到？可否請圖書館增發？,71
5f1e734e513ecd2d2855579e,雲嘉南區域大學校院圖書聯盟與全國技專校院館際互借借書證能否通用？,71
5f1e734e513ecd2d2855579f,圖書館是否能夠提供新近入館館藏的清單？,72
5f1e734e513ecd2d285557a0,很多書籍附屬的磁碟片或光碟片，往往含有範例程式，是否可以外借使用？,72
5f1e734e513ecd2d285557a1,很多期刊附屬的磁碟片或光碟片，往往含有範例程式，是否可以外借使用？,72
5f1e734e513ecd2d285557a2,熱門書籍可否多買複本以利多人借閱？或者購買一套供典藏，另一套供流通？,72
5f1e734e513ecd2d285557a3,我如何觀看演講網視訊隨選系統(VOD)上的影片？,73
5f1e734e513ecd2d285557a4,如何借用虛擬攝影室？,73
5f1e734e513ecd2d285557a5,如何借用大團擬放映室？,73
5f1e734e513ecd2d285557a6,如何借用小團體放映室？,73
5f1e734e513ecd2d285557a7,如何借用教育訓練室？,73
5f1e734e513ecd2d285557a8,如何借用數位媒體創作室？,73
5f1e734e513ecd2d285557a9,如何借用語言學習座？,73
5f1e734e513ecd2d285557aa,如何借用雙人視聽座？,73
5f1e734e513ecd2d285557ab,我可以帶我的DVD到圖書館播放嗎？,73
5f1e734e513ecd2d285557ac,圖書館的視聽媒體可以外借嗎？,73
5f1e734e513ecd2d285557ad,請問圖書館的影印機設在麼地方？,9
5f1e734e513ecd2d285557ae,何謂專利？,9
5f1e734e513ecd2d285557af,圖書館的電腦可否加裝日文輸入法？,9
5f1e734e513ecd2d285557b0,請問我該如何借用與使用翻拍架？,9
5f1e734e513ecd2d285557b1,智慧財產權是什麼？,9
5f1e734e513ecd2d285557b2,圖書館聯絡方式？,9
5f1e734e513ecd2d285557b3,專題製作上傳如何操作使用？,9
5f1e734e513ecd2d285557b4,如果我臨時找不到網路線該怎麼辦？,9
5f1e820f513ecd2d285557b5,圖書館開放的時間？,74
5f1e820f513ecd2d285557b6,閱覽證遺失怎麼辦？,74
5f1e820f513ecd2d285557b7,沒帶閱覽證怎麼辦？,74
5f1e820f513ecd2d285557b8,校外人士可以使用圖書館嗎？,74
5f1e820f513ecd2d285557b9,我的學生證為什麼沒有辦法刷卡進館？,74
5f1e820f513ecd2d285557ba,食物可以帶進館嗎？,74
5f1e820f513ecd2d285557bb,溼的雨傘可以帶進館嗎？,74
5f1e820f513ecd2d285557bc,書包（背包）可以帶進館嗎？,74
5f1e820f513ecd2d285557bd,我的筆記型電腦可以帶進館嗎？,74
5f1e820f513ecd2d285557be,我的手機可以帶進館嗎？,74
5f1e820f513ecd2d285557bf,我自己的書可以帶進館嗎？,74
5f1e820f513ecd2d285557c0,我要如何在圖書館使用視聽資料？,74
5f1e820f513ecd2d285557c1,可以帶自己的片子來看嗎？,74
5f1e820f513ecd2d285557c2,團體視聽室可以預約嗎？,74
5f1e820f513ecd2d285557c3,圖書快到期了，但是還沒看完怎麼辦？,75
5f1e820f513ecd2d285557c4,為什麼我沒有收到圖書館的通知單？,75
5f1e820f513ecd2d285557c5,我想借的書已經被別人借走了或是在新書展示架上，該怎麼辦？,75
5f1e820f513ecd2d285557c6,如果我把圖書館的書弄丟了可以隨便拿一本書來賠嗎？,75
5f1e820f513ecd2d285557c7,學生可以外借視聽資料嗎？,75
5f1e820f513ecd2d285557c8,我要如何推薦圖書館買書？,76
5f1e820f513ecd2d285557c9,我怎麼知道圖書館是否處理了我介購的書？,76
5f1e820f513ecd2d285557ca,如果我不確定想買的書的資料，可以進行介購嗎？,76
5f1e820f513ecd2d285557cb,學生或老師是否可推薦期刊？,76
5f1e820f513ecd2d285557cc,期刊可否外借？,77
5f1e820f513ecd2d285557cd,過期期刊放在哪裡？,77
5f1e820f513ecd2d285557ce,如何查詢圖書館目前訂閱哪些期刊？,77
5f1e820f513ecd2d285557cf,可以推薦圖書館購買資料庫嗎？,78
5f1e820f513ecd2d285557d0,網路資料庫中有一些 PDF（Portable Document Format）文件，該如何閱讀？,78
5f1e820f513ecd2d285557d1,資料庫的認證方式為本校IP，但查詢時卻詢問帳號及密碼？,78
5f1e820f513ecd2d285557d2,可以在家裡使用資料庫嗎？,78
5f1e820f513ecd2d285557d3,初次使用全國文獻傳遞服務系統，如何開始？,79
5f1e820f513ecd2d285557d4,為何我申請帳號之後，沒有收到任何回應？,79
5f1e820f513ecd2d285557d5,如何更改讀者資料？,79
5f1e820f513ecd2d285557d6,密碼忘了怎麼辦？,79
5f1e820f513ecd2d285557d7,我要怎麼知道哪一所圖書館有我所需要的雜誌和卷期？,79
5f1e820f513ecd2d285557d8,文件何時到館，何時可取件又如何知曉？,79
5f1e820f513ecd2d285557d9,一定要在圖書館取件嗎？,79
5f1e820f513ecd2d285557da,每次使用費用是多少？,79
5f1e820f513ecd2d285557db,我可否查詢申請文件的處理狀況，如何查詢申請文件狀況？,79
5f1e820f513ecd2d285557dc,申請文獻傳遞若輸入資料錯誤可取消申請文件嗎？,79
5f1e820f513ecd2d285557dd,如何付費？,79
5f1e820f513ecd2d285557de,圖書館的影印機如何使用?是自行操作或交付櫃檯人員？,80
5f1e820f513ecd2d285557df,圖書館的影印機共幾台?是投幣式或插卡？,80
5f1e820f513ecd2d285557e0,影印卡在何處購買？,80
5f1e820f513ecd2d285557e1,一定要用學校販賣的的影印卡嗎?校外的影印卡可不可以使用？,80
5f1e820f513ecd2d285557e2,影印機若無法操作應如何處理？,80
5f1e820f513ecd2d285557e3,請問舊的影印卡是否還能使用？,80
5f1e820f513ecd2d285557e4,請問圖書館是否有彩色影印機？,80
5f1e820f513ecd2d285557e5,請問圖書館的影印機可否印出透明圖片或投影片？,80
5f1e820f513ecd2d285557e6,影印機若缺紙了，怎麼辦？,80
5f1e820f513ecd2d285557e7,請問可借用圖書館的電腦及印表機列印作業嗎？,80
5f1e820f513ecd2d285557e8,寄物櫃打不開怎麼辦?,81
5f1e820f513ecd2d285557e9,為什麼我寄放在置物櫃的東西不見了?,81
5f1e820f513ecd2d285557ea,我離開圖書館的時候忘了把東西帶走怎麼辦?,81
5f1ef8fc5eec0422e465e305,如何登入系統?,82
5f1ef8fc5eec0422e465e306,採用SSO 登入後出現“the user is not authorized in Alma”該怎麼辦？,82
5f1ef8fc5eec0422e465e307,期中、期末考週有延長開館嗎？,83
5f1ef8fc5eec0422e465e308,校外人士可以進館嗎？可以借書嗎？,83
5f1ef8fc5eec0422e465e309,學生證遺失怎麼辦？,83
5f1ef8fc5eec0422e465e30a,我的學生證為什麼沒有辦法刷卡進館？,83
5f1ef8fc5eec0422e465e30b,圖書館開放時間？國定假日有開館嗎？,83
5f1ef8fc5eec0422e465e30c,溼的雨傘可以帶進館嗎？,83
5f1ef8fc5eec0422e465e30d,食物可以帶進館嗎？,83
5f1ef8fc5eec0422e465e30e,校友借書證可借幾本書？,84
5f1ef8fc5eec0422e465e30f,我可以代替別人借書或續借嗎？,84
5f1ef8fc5eec0422e465e310,如何借館藏地在二樓的書？,84
5f1ef8fc5eec0422e465e311,休學了還可以借書嗎？可以辦校友借書證嗎？,84
5f1ef8fc5eec0422e465e312,新書展示中可以外借嗎？,84
5f1ef8fc5eec0422e465e313,是否有限制可預約的冊數？,84
5f1ef8fc5eec0422e465e314,期刊、參考書、珍藏書可以外借嗎？,84
5f1ef8fc5eec0422e465e315,寒、暑假借書何時開始？可以續借嗎？,84
5f1ef8fc5eec0422e465e316,如何借已外借的資料？,84
5f1ef8fc5eec0422e465e317,如何辦理跨校區借書？,84
5f1ef8fc5eec0422e465e318,如何辦理續借？,84
5f1ef8fc5eec0422e465e319,校友如何辦理續借？,84
5f1ef8fc5eec0422e465e31a,非書資料可以續借嗎？,84
5f1ef8fc5eec0422e465e31b,為何查到的書目沒有館藏資料？,84
5f1ef8fc5eec0422e465e31c,預約總館的書，可以在其他分館取書嗎？,84
5f1ef8fc5eec0422e465e31d,是否可請他人代領預約書？,84
5f1ef8fc5eec0422e465e31e,如何辦理預約？,84
5f1ef8fc5eec0422e465e31f,可以預約其他校區已外借的書嗎？,84
5f1ef8fc5eec0422e465e320,借書後可以馬上辦理續借嗎？,84
5f1ef8fc5eec0422e465e321,我的資料為什麼不能續借？,84
5f1ef8fc5eec0422e465e322,非書資料一次可以借幾件，借多久？,84
5f1ef8fc5eec0422e465e323,如何借非書資料？,84
5f1ef8fc5eec0422e465e324,預約資料到館，會通知嗎？如何借？,84
5f1ef8fc5eec0422e465e325,新進圖書或影片放在哪裡？如何可查到清單？,84
5f1ef8fc5eec0422e465e326,續借書或預約書可以當成寒、暑假借書嗎？,84
5f1ef8fc5eec0422e465e327,臨時學生證可以借書嗎？,84
5f1ef8fc5eec0422e465e328,資料未借出，可是架上找不到？,84
5f1ef8fc5eec0422e465e329,寒、暑假借非書資料可以借整個寒、暑假嗎？,84
5f1ef8fc5eec0422e465e32a,畢業紀念冊放在那裡？可以外借嗎？,84
5f1ef8fc5eec0422e465e32b,剛還的書可以馬上再借嗎？,84
5f1ef8fc5eec0422e465e32c,如何借館藏地為「一樓採編組」或「總館待處理圖書」？,84
5f1ef8fc5eec0422e465e32d,為何有些書的借期很長？,84
5f1ef8fc5eec0422e465e32e,逾期罰款不繳，有何影響？,85
5f1ef8fc5eec0422e465e32f,還書方式有哪些？,85
5f1ef8fc5eec0422e465e330,閉館可以還書嗎？,85
5f1ef8fc5eec0422e465e331,可用郵寄方式還書嗎？,85
5f1ef8fc5eec0422e465e332,蘭陽校園圖書館借的書可以在總館或台北分館還嗎？,85
5f1ef8fc5eec0422e465e333,逾期罰款的計算方式？,85
5f1ef8fc5eec0422e465e334,總館借的書可以在台北分館或蘭陽校園圖書館還嗎？,85
5f1ef8fc5eec0422e465e335,逾期會有通知嗎？何時會通知？,85
5f1ef8fc5eec0422e465e336,台北分館借的書可以在總館或蘭陽校園圖書館還嗎？,85
5f1ef8fc5eec0422e465e337,逾期罰款的繳交方式？,85
5f1ef8fc5eec0422e465e338,忘了帶借書的附件（光碟、解答本……等）可先還書嗎？,85
5f1ef8fc5eec0422e465e339,非書資料如果逾期，要罰多少錢？,85
5f1ef8fc5eec0422e465e33a,書掉了怎麼辦？如果只掉光碟呢？,85
5f1ef8fc5eec0422e465e33b,已經辦理續借，為什麼還會有罰款？,85
5f1ef8fc5eec0422e465e33c,逾期的書可以續借嗎？,85
5f1ef8fc5eec0422e465e33d,借的書逾期了會處罰嗎？,85
5f1ef8fc5eec0422e465e33e,非書資料可以在總館二樓還嗎？,85
5f1ef8fc5eec0422e465e33f,個人借閱紀錄中的歷史檔可保留多久？可以下載嗎？,86
5f1ef8fc5eec0422e465e340,我的借閱紀錄有問題，怎麼辦？,86
5f1ef8fc5eec0422e465e341,個人借閱紀錄的密碼出現錯誤？,86
5f1ef8fc5eec0422e465e342,如何更改個人借閱紀錄的密碼？,86
5f1ef8fc5eec0422e465e343,如何查尋個人借閱紀錄？,86
5f1ef8fc5eec0422e465e344,非書資料如果逾期，要罰多少錢？,87
5f1ef8fc5eec0422e465e345,原本可以看的期刊，現在為什麼找不到了？本來可以使用的電子期刊，現在為什麼無法連用新的卷期？,87
5f1ef8fc5eec0422e465e346,圖書館的影片要如何查詢？,87
5f1ef8fc5eec0422e465e347,如何快速查尋館藏非書資料？,87
5f1ef8fc5eec0422e465e348,寒、暑假借非書資料可以借整個寒、暑假嗎？,87
5f1ef8fc5eec0422e465e349,本校博碩士論文有電子檔全文嗎？,87
5f1ef8fc5eec0422e465e34a,可代為影印不同校區的期刊嗎？,87
5f1ef8fc5eec0422e465e34b,如何知道圖書館有收錄某種期刊？,87
5f1ef8fc5eec0422e465e34c,圖書館有沒有「空中英語教室」？,87
5f1ef8fc5eec0422e465e34d,館內的過期期刊放在哪裡？,87
5f1ef8fc5eec0422e465e34e,新進圖書或影片放在哪裡？,87
5f1ef8fc5eec0422e465e34f,非書資料可以續借嗎？,87
5f1ef8fc5eec0422e465e350,非書資料可以在總館二樓還嗎？,87
5f1ef8fc5eec0422e465e351,非書資料一次可以借幾件，借多久？,87
5f1ef8fc5eec0422e465e352,如何借非書資料？,87
5f1ef8fc5eec0422e465e353,過期報紙在那裡？是否有電子版？,87
5f1ef8fc5eec0422e465e354,如何查尋本校歷屆博碩士論文？,87
5f1ef8fc5eec0422e465e355,在校外可以使用本校電子資料庫嗎？,59
5f1ef8fc5eec0422e465e356,如何申請電子資源的帳號密碼？,59
5f1ef8fc5eec0422e465e357,無法開啟資料庫的全文(full text)怎麼辦？,59
5f1ef8fc5eec0422e465e358,如何看到電子書的全文？,59
5f1ef8fc5eec0422e465e359,已申請過校外連用帳號密碼，但卻無法使用？,59
5f1ef8fc5eec0422e465e35a,圖書館是否提供網路線？,88
5f1ef8fc5eec0422e465e35b,在圖書館使用筆記型電腦，如何設定上網的參數？,88
5f1ef8fc5eec0422e465e35c,圖書館那些位置設有網路接續點可以使用筆記型電腦上網路？,88
5f1ef8fc5eec0422e465e35d,如何申請館際複印／互借？,89
5f1ef8fc5eec0422e465e35e,如何取得他校研究生的畢業論文？,89
5f1ef8fc5eec0422e465e35f,如何取消「全國文獻傳遞服務」申請件？,89
5f1ef8fc5eec0422e465e360,複印期刊／借閱圖書所需的時間？,89
5f1ef8fc5eec0422e465e361,何謂NDDS？,89
5f1ef8fc5eec0422e465e362,如何查詢「全國文獻傳遞服務」申請件狀態？,89
5f1ef8fc5eec0422e465e363,各校圖書館借書證可以到該校各分館借書嗎？,89
5f1ef8fc5eec0422e465e364,何處可查得博碩士論文可外借的學校清單？,89
5f1ef8fc5eec0422e465e365,可以複印圖書或會議論文之單篇嗎？,89
5f1ef8fc5eec0422e465e366,「全國文獻傳遞服務」首次使用需要申請帳密嗎？,89
5f1ef8fc5eec0422e465e367,如何申請「全國文獻傳遞服務」？,89
5f1ef8fc5eec0422e465e368,何謂館際合作(ILL)？,89
5f1ef8fc5eec0422e465e369,「全國文獻傳遞服務」需要付費嗎？ 如何支付？,89
5f1ef8fc5eec0422e465e36a,何謂Ariel？,89
5f1ef8fc5eec0422e465e36b,如何借用校外圖書館的資料？,89
5f1ef8fc5eec0422e465e36c,介購資料到館時，圖書館是否會主動告知我？,90
5f1ef8fc5eec0422e465e36d,圖書館可否代買圖書？,90
5f1ef8fc5eec0422e465e36e,想詢問我所介購資料的處理進度？,90
5f1ef8fc5eec0422e465e36f,校友可否介購新書資料嗎？,90
5f1ef8fc5eec0422e465e370,如何將書贈送給學校？有何限制？,90
5f1ef8fc5eec0422e465e371,可以多買一些熱門院線片嗎？,90
5f1ef8fc5eec0422e465e372,介購新書，要多久上能上架？,90
5f1ef8fc5eec0422e465e373,介購書籍或非書資料，有何限制？,90
5f1ef8fc5eec0422e465e374,如何借用討論室？,91
5f1ef8fc5eec0422e465e375,同學佔位子怎麼辦？,91
