,Question,Predict_CategoryIndex,Predict_Category
963,在Word寫作，當我引用文獻時，為什麼文末的參考文獻沒有自動出現標題「參考文獻」或「References」？,100,EndNote 常見問題集
964,Endnote提供的文獻格式與我需要的格式不同，應該怎麼處理？,100,EndNote 常見問題集
965,AREMOS資料庫下載資料數量是否有限制？,101,財金數據資料庫FAQ
966,點選INDEX進入，按Find但找不到特定檢索代號？,101,財金數據資料庫FAQ
967,TSE.bnk內的資料為2000年起，如何查詢與下載之前的日資料？,101,財金數據資料庫FAQ
968,哪一個資料庫可以檢索全球外匯市場資料？,101,財金數據資料庫FAQ
969,查詢台灣股票市場統計資料庫中的股票成交總股數日資料？,101,財金數據資料庫FAQ
970,各國之間CPI與GDP的基期是否不同？,101,財金數據資料庫FAQ
971,國外資料庫的更新頻率為何？,101,財金數據資料庫FAQ
972,在Open資料庫時顯示失敗，無法正常開啟？,101,財金數據資料庫FAQ
973,有收錄OECD醫療支出的資料嗎？,101,財金數據資料庫FAQ
974,"哪個資料庫有各國的國際收支(如資本帳,經常帳)的數據資料？",101,財金數據資料庫FAQ
975,AREMOS資料庫是否有轉換幣值的功能？,101,財金數據資料庫FAQ
976,AREMOS資料庫是否有各國GDP的數值，且統一以美元為單位？,101,財金數據資料庫FAQ
977,外匯期貨 ( 日圓期貨 ) 的歷史報價資料在 AREMOS 的那一個資料庫？,101,財金數據資料庫FAQ
978,請問在IND.bnk現成的list（例：TA5@IND，在資料庫線上手冊的最後一章有列出）要如何下載這些list資料? 如果顯示資料太大無法匯出，該怎麼辦？,101,財金數據資料庫FAQ
979,AREMOS有沒有各國石油的相關數據？,101,財金數據資料庫FAQ
980,AREMOS有沒有通膨率資料？,101,財金數據資料庫FAQ
981,Compustat 網路版的更新時間為何時？,101,財金數據資料庫FAQ
982,Compustat是否提供日資料？,101,財金數據資料庫FAQ
983,Compustat的報表會出現一些data codes，是什麼含意？,101,財金數據資料庫FAQ
984,Compustat資料庫是否提供事件分析功能？,101,財金數據資料庫FAQ
985,請問Compustat資料庫中是否提供資產減損的相關財務科目資料？,101,財金數據資料庫FAQ
986,請問Compustat資料庫中是否提供在NYSE掛牌的股票的相關資料？,101,財金數據資料庫FAQ
987,Compustat資料庫中如何切換北美版或全球版？,101,財金數據資料庫FAQ
988,如何在Compustat資料庫中查詢產業代碼（Industry code）？,101,財金數據資料庫FAQ
989,如何在Compustat資料庫中查詢以下公司的資料：BMW、Nokia、Nike、Starbucks、McDonalds？,101,財金數據資料庫FAQ
990,在Compustat資料庫中是否有repurchase of stock即treasury stock的資料 ？,101,財金數據資料庫FAQ
991,在Compustat資料庫中，Market Value的單位值為何？,101,財金數據資料庫FAQ
992,如何在Compustat資料庫中查詢科目專有名詞的縮寫(Mnemonics)?,101,財金數據資料庫FAQ
993,如何在Compustat資料庫中查詢公司信用評等（Credit Rating)資料？,101,財金數據資料庫FAQ
994,如何在Compustat資料庫中查詢公司營運的介紹與簡介？,101,財金數據資料庫FAQ
995,如何連線到各公司網頁，以查詢各公司網頁的最新訊息？,101,財金數據資料庫FAQ
996,如何在Compustat資料庫中轉換幣值？,101,財金數據資料庫FAQ
997,如何在Compustat資料庫中轉換幣值？,101,財金數據資料庫FAQ
998,在Excel中匯出Compustat資料時要注意的事項？,101,財金數據資料庫FAQ
999,如何查詢Data Codes（如@CF）的定義說明？,101,財金數據資料庫FAQ
1000,如何設定Data codes（即@IF、@SF、@AF）的變數替換值？,101,財金數據資料庫FAQ
1001,資料庫內是否有公司的股權結構或市場佔有率資料？,101,財金數據資料庫FAQ
1002,如何在Excel中各公司自成一工作表？,101,財金數據資料庫FAQ
1003,如何篩選成立十年以上的公司？,101,財金數據資料庫FAQ
1004,在COMPUSTAT內如何查詢SIC CODE？,101,財金數據資料庫FAQ
1005,是否有收錄產業分析的資料？,101,財金數據資料庫FAQ
1006,在COMPUSTAT資料庫中如何檢索在NYSE、American Stock Exchange以及NASDAQ掛牌的股票資料(市場資料包括：每月最高價、每月最低價、每月收盤價、每月交易量及股價報酬。)？,101,財金數據資料庫FAQ
1007,全球版資料庫中的公司也包含在北美版的公司嗎？,101,財金數據資料庫FAQ
1008,如果COMPUSTAT的2月更新片是我們3月才會收到，這片光碟片內的更新資料是去年11月初至今年1月底的範圍嗎?,101,財金數據資料庫FAQ
1009,目前我在COMPUSTAT內以北美版的$C為範圍，瀏覽各公司的Company highlight.，為何各家公司的latest updates在年資料與季資料都不一樣呢?,101,財金數據資料庫FAQ
1010,為何各家公司的latest updates的年代還在2002年，是什麼原因？而月資料與日資料顯示的是2007年5月更新，請問以目前的時間點（2007.12）來看，這樣有完成最新資料的更新嗎?,101,財金數據資料庫FAQ
1011,OSI PHARMACEUTICALS INC公司在2004年第四季的財務資料缺漏？,101,財金數據資料庫FAQ
1012,compustat與Datastream在企業組織資料上有共同的代碼可用來比對嗎？,101,財金數據資料庫FAQ
1013,如何查詢屬於特定產業的證券的股價資料？,101,財金數據資料庫FAQ
1014,Compustat有無提供違約率(default rate)資料？,101,財金數據資料庫FAQ
1015,請問在compustat中是否有提供企業的FOREIGN DIRECT INVESTMENT資料?,101,財金數據資料庫FAQ
1016,在Compustat是否有提供Beta數據？,101,財金數據資料庫FAQ
1017,資料庫是否有收錄或可計算EVA數據？,101,財金數據資料庫FAQ
1018,資料庫是否有公司成立年份、下市時間及原因等資料？,101,財金數據資料庫FAQ
1019,為何資料庫中下載的公司研發費用蠻多沒有數據？,101,財金數據資料庫FAQ
1020,如何查詢公司內各個事業部的資產金額？,101,財金數據資料庫FAQ
1021,在compustat內有各公司的信用評等資料嗎? 要如何查呢?,101,財金數據資料庫FAQ
1022,compustat全球版中韓國公司是否有近10年ROA 的月資料？,101,財金數據資料庫FAQ
1023,資料庫內是否有公司的股權結構(insider ownership)或Proxy Statement--DEFA14A或市場佔有率(market share)資料？,101,財金數據資料庫FAQ
1024,幣值轉換是依今日的匯率或資料當時的匯率？,101,財金數據資料庫FAQ
1025,在datastream 中是否有asset backed securities資產證券化的資料?,101,財金數據資料庫FAQ
1026,在這資料庫中市值的定義為何？,101,財金數據資料庫FAQ
1027,DataStream資料庫內有哪些資料？,101,財金數據資料庫FAQ
1028,使用此資料庫的優點為何？,101,財金數據資料庫FAQ
1029,DataStream資料庫多久更新一次？,101,財金數據資料庫FAQ
1030,在DataStream中有哪些台灣的list清單？,101,財金數據資料庫FAQ
1031,在DataStream中進行幣值轉換時，是以什麼時候的匯率來轉換？,101,財金數據資料庫FAQ
1032,DataStream是否提供各國電腦生產量的資料？,101,財金數據資料庫FAQ
1033,DataStream是否提供各公司的ROA資料？,101,財金數據資料庫FAQ
1034,Datastream 有期貨的日內資料嗎？,101,財金數據資料庫FAQ
1035,在Datastream是否有 Internet software and services 產業別的comapnies 的財務資料？,101,財金數據資料庫FAQ
1036,是否有提供企業Foreign Direct Investments資料？,101,財金數據資料庫FAQ
1037,資料庫內非交易日為何也有數據？若我希望維持原始數據該如何設定？,101,財金數據資料庫FAQ
1038,我找不到在excel中設定轉換幣值的地方?,101,財金數據資料庫FAQ
1039,如何查詢某一資料項目的時間序列資料自何時開始收錄？,101,財金數據資料庫FAQ
1040,如何查詢data type的縮寫意義？,101,財金數據資料庫FAQ
1041,各個國家股市的市場價值【MV】以及股價指數【PI】是以什麼為單位？,101,財金數據資料庫FAQ
1042,收盤價的Data type縮寫是什麼？,101,財金數據資料庫FAQ
1043,查詢流通在外股數的data type為何？,101,財金數據資料庫FAQ
1044,各個資料頻率的縮寫是什麼？,101,財金數據資料庫FAQ
1045,如何查詢美國公債及公司債的利息data type？,101,財金數據資料庫FAQ
1046,台灣加權股價指數的code是什麼？,101,財金數據資料庫FAQ
1047,VO交易量的數值所代表的單位為何？,101,財金數據資料庫FAQ
1048,請問股票的最高價與最低價的data type縮寫為何？,101,財金數據資料庫FAQ
1049,VO與VA的差別為何？,101,財金數據資料庫FAQ
1050,查詢個別公司股票每日價格的data type為何？,101,財金數據資料庫FAQ
1051,Datastream計算提供的資料項目(如TOPIX 100 DS-CALC.) ，發現dividend沒有小數點之後的數據，有無補救的方法？,101,財金數據資料庫FAQ
1052,我需要ICE Brent crude oil自1988開始的資料？,101,財金數據資料庫FAQ
1053,如何知道各資料項目的資料收錄起始時間？,101,財金數據資料庫FAQ
1054,如何下載公司的資產負債表？,101,財金數據資料庫FAQ
1055,如何設定數值顯示小數點後幾位數字？,101,財金數據資料庫FAQ
1056,設定週資料時，可否將系統預設抓取週五的資料改為抓取週三或週一的資料？,101,財金數據資料庫FAQ
1057,如何查詢資料項目在資料庫中有哪些data type資料可供下載？,101,財金數據資料庫FAQ
1058,gdp per capita的資料為何連續3-4期的數值都是一樣?,101,財金數據資料庫FAQ
1059,"我查到TAIGWHT這個CODE,但我希望看到更多關於此CODE的說明資料,例如TAIGWHT有哪些DATATYPE可以提供與下載,我要如何來查看?之前WINDOW版本可以透過HELP指令來看，但ADVANCE不知道要如何來看?在Navigator只看到market & base date & currency。",101,財金數據資料庫FAQ
1060,Datastream 是否有 mutual fund 資料?如何下載？,101,財金數據資料庫FAQ
1061,如何查詢日本政府公債資料？,101,財金數據資料庫FAQ
1062,"Which field is the Datastream Mnmemics when I list all JPDEAD in excel? for example, JAPAN 2007 F-BILL 23/04/07 JFB428 , its code is 84471N or JFB428?",101,財金數據資料庫FAQ
1063,我要查詢S&P 500在一段期間的交易量資料，但以「S&PCOMP」顯示沒有收錄此資料？,101,財金數據資料庫FAQ
1064,我要查詢各國股票市場指數（如：HNGKNGI、SNGPORI、JAPDWA）在一段期間的大盤交易量資料，但似乎沒有收錄此資料？,101,財金數據資料庫FAQ
1065,如何查詢DataStream內國庫券的資料？,101,財金數據資料庫FAQ
1066,如何查詢有關各個產業指數的資料？,101,財金數據資料庫FAQ
1067,如何查詢Samsung公司的每股盈餘資料？,101,財金數據資料庫FAQ
1068,在DataStream資料庫中是否有美國股票的日資料？,101,財金數據資料庫FAQ
1069,查詢各國股價指數市值時的貨幣為美元或當地貨幣？,101,財金數據資料庫FAQ
1070,查詢S&P 500 component成份股20年資料？,101,財金數據資料庫FAQ
1071,在DataStream進階版中，是否有執行資料項目數量的限制？,101,財金數據資料庫FAQ
1072,如何在資料庫中查詢期貨的code？,101,財金數據資料庫FAQ
1073,如何下載 daily data of settlement price of the France corn future-dead？,101,財金數據資料庫FAQ
1074,選擇權的代碼要如何組成？,101,財金數據資料庫FAQ
1075,選擇權的相關指令與代碼組成規則為何？,101,財金數據資料庫FAQ
1076,選擇權相關data type為何？,101,財金數據資料庫FAQ
1077,期貨的資料代碼CODE的組成方式為何 ？,101,財金數據資料庫FAQ
1078,如何查到各個期貨item的base date?,101,財金數據資料庫FAQ
1079,在進階版中是否有下載筆數的限制？,101,財金數據資料庫FAQ
1080,我要如何登入Extranet來瀏覽關於DataStream更多更詳細的資料？,101,財金數據資料庫FAQ
1081,是否有提供DataStream資料庫的代碼手冊？,101,財金數據資料庫FAQ
1082,DS Advance與DS Excel可以在同一台電腦同時開啟兩個視窗來使用嗎？,101,財金數據資料庫FAQ
1083,在Excel中操作DataStream時，出現視窗有一個選項為「Transpose」，是什麼功能？,101,財金數據資料庫FAQ
1084,如何在Excel中開啟使用DataStream？,101,財金數據資料庫FAQ
1085,如果查詢下載的資料，有部分日期無資料，此資料庫是否有提供自動略過或移除無資料的日期的功能？,101,財金數據資料庫FAQ
1086,TOP 3000服務業是否只有民國85到95年的資料？當我用單項目比較要抓取民國80至95年服務業所有公司的營業收入(百萬)資料時，無法設定選取民國80 年到84年的資料?,101,財金數據資料庫FAQ
1087,經查詢資料發現台企銀、寶華銀行、東企唯皆有遺漏部分日期的資料，為什麼？,101,財金數據資料庫FAQ
1088,在金控專區查到的存款金額為何會大於在finance金控合併中的存款金額？負債金額也是同樣問題？金控合併與金控非合併這2個資料庫的差別為何？,101,財金數據資料庫FAQ
1089,Top 3000內有民國80年前的資料嗎?,101,財金數據資料庫FAQ
1090,Top 3000資料庫的企業排名資料來源為何？,101,財金數據資料庫FAQ
1091,在top 3000內部分公司（如：12CME約翰製衣）都缺乏營收、淨利等數據資料，為什麼?,101,財金數據資料庫FAQ
1092,請問有關於商業本票的資料是在哪裡尋找呢?我想要找“CP-B”和“CP-S”的值。,101,財金數據資料庫FAQ
1093,目前TEJ有沒有包含國民所得(NATIONAL INCOME)資料？,101,財金數據資料庫FAQ
1094,在哪個資料庫中可以找到新台幣兌換美元的匯率資料?,101,財金數據資料庫FAQ
1095,簡易測試帳號密碼正確與否的方式？,101,財金數據資料庫FAQ
1096,我使用中國大陸的資料庫，在選定上海A股產業類別時，怎麼沒有公司？,101,財金數據資料庫FAQ
1097,TEJ債券資料庫是否有提供殖利率的資料？,101,財金數據資料庫FAQ
1098,本校日?交易資料有沒有期貨方面的資料？,101,財金數據資料庫FAQ
1099,為何部分公司股票在某段期間的市值是空白？,101,財金數據資料庫FAQ
1100,為何下載的稅後淨值報酬率數值部分公司為888？,101,財金數據資料庫FAQ
1101,在中國大陸資料庫中，上海股市依產業類別選取為何沒有資料？,101,財金數據資料庫FAQ
1102,我的筆記型電腦無法連線使用台灣經濟新報財務資料庫？,101,財金數據資料庫FAQ
1103,我下載資料後在 EXCEL 開啟只有標題列，內容皆空白的？,101,財金數據資料庫FAQ
1104,TEJ中有特別股市價的資料嗎?,101,財金數據資料庫FAQ
1105,如何使用複製合併的功能?,101,財金數據資料庫FAQ
1106,TEJ是否有黃金期貨/現貨和原油的資料？,101,財金數據資料庫FAQ
1107,請問TCRI信用評等的結果？,101,財金數據資料庫FAQ
1108,均價資料庫的資料是自何時開始收錄？,101,財金數據資料庫FAQ
1109,請問 TEJ 裡面 有無關於審計委員會的資料庫呢 ? 例如審計委員會開會會議次數等等？,101,財金數據資料庫FAQ
1110,關於海外投資資料？,101,財金數據資料庫FAQ
1111,關於電子工業的產業分類碼，舊碼與新碼為何？,101,財金數據資料庫FAQ
1112,使用“上市櫃大陸投資明細資料庫”之問題,101,財金數據資料庫FAQ
1113,關於TEJ finance/consolidated finance DB資料庫，其中“上市櫃以合併為主(累計) - 一般產業”與“上市櫃合併財務(累計) - 一般產業”兩者差異為何？,101,財金數據資料庫FAQ
1114,非合併報表是否指僅有母公司本身的財務報表？,101,財金數據資料庫FAQ
1115,“大陸投資明細”資料庫中，本期匯出金額的欄位為何會有負的數字？其代表意思為何？,101,財金數據資料庫FAQ
1116,“本期匯出金額” 是指台商透過五種方式投資大陸的該期總匯出金額? 或是僅為台商自台灣匯出的金額?,101,財金數據資料庫FAQ
1117,論文上傳完成之後，如何得知審核結果？要多久的時間？,270,論文上傳
1118,如果畢業研究生在本校（逢甲大學）的論文提交系統上傳論文摘要與全文檔，還需要上國家圖書館的論文提交系統提交論文嗎？,102,學位論文
1119,欲將紙本學位論文內容進行抽換並變更授權需應如何辦理？,102,學位論文
1120,若因申請專利或期刊投稿等因素，而欲將繳交給國家圖書館的平裝本論文延後公開，應如何辦理?,102,學位論文
1121,哪裡可以拿到或下載授權書，授權書簽名之後要如何處理？,102,學位論文
1122,授權書上的授權選項：有償授權、無償授權的差別？,102,學位論文
1123,有償授權且權利金回饋給本人時，本人如何得知？其有限時限?,102,學位論文
1124,有償授權且權利金回饋給本人，其相關回饋機制為何？,102,學位論文
1125,在論文提交系統上傳論文全文檔，並將一份逢甲大學授權書簽名後，還需要在紙本論文中附上授權書？,102,學位論文
1126,提交論文電子檔，需要先申請建檔帳號，要如何申請？,102,學位論文
1127,在論文上傳網頁中有提到「您的瀏覽器必須接受 cookies 以繼續論文繳交程序」，我如何知道我的瀏覽器 (如IE) 是否有接受 cookies？,102,學位論文
1128,研究生上傳論文摘要資料與電子檔之後，發現有錯誤或遺漏，還可以再修改嗎？,102,學位論文
1129,論文完成提交之後，如何得知審核結果？,102,學位論文
1130,我的論文是Latex(.tex)格式，請問如何轉為PDF檔？如果是Latex格式的論文檔，需要加入浮水印和頁首頁尾嗎？,102,學位論文
1131,檔案太大無法上傳？,59,電子資源
1132,欲以論文申請專利，但若提交摘要資訊可能會導致不利申請，該如何處理？,102,學位論文
1133,我的論文由兩位教授共同指導，口試委員網頁該如何填寫？,102,學位論文
1134,如欲提前或立即在國圖知識加值系統開放全文， 應如何辦理？,102,學位論文
1135,有幾種方式可以將WORD檔轉成PDF檔，請問要用哪一種方式？,102,學位論文
1136,轉檔後的PDF檔名該如何取？,102,學位論文
1137,我的論文是Latex(.tex)格式，請問如何轉為PDF檔？如果是Latex格式的論文檔，需要加入浮水印和頁首頁尾嗎？,102,學位論文
1138,有關論文的格式規範，以及平裝本或精裝本的內文要件與順序為何？,102,學位論文
1139,頁首與頁尾要放哪些文字？,102,學位論文
1140,論文若有使用造字程式造出的字，要如何轉檔？,59,電子資源
1141,是否一定要加入浮水印和頁首頁尾，我使用的編輯軟體無法加入怎麼辦？,102,學位論文
1142,封面日期格式？,102,學位論文
1143,東西遺忘在館內，要去哪邊認領？,9,其他
1144,如果忘記NID的密碼，該怎麼辦？,9,其他
1145,學校哪邊有電腦教室？,9,其他
1146,畢業離校或休學或退學時，圖書館方面要在哪裡辦理手續？,9,其他
1147,老師推薦我的報告，要如何提交給圖書館？,9,其他
1148,登錄個人借閱紀錄的密碼忘了，怎麼辦？,103,館藏檢索(Web OPAC)
1149,為何只能預約5本書？,103,館藏檢索(Web OPAC)
1150,我已預約了圖書，請問系統顯示「3之4預約」是什麼意思?,103,館藏檢索(Web OPAC)
1151,為什麼圖書到館的時間需要花費那麼久？,104,系所薦購資料
1152,接受各系所圖書推薦時間為何？,104,系所薦購資料
1153,如何取得每學年度各系所推薦採買入館的書單？,104,系所薦購資料
1154,為什麼各系所推薦圖書館購買的書目資料一定要有ISBN？,104,系所薦購資料
1155,為什麼各系所推薦書單時要排列出採購順序？,104,系所薦購資料
1156,如何查詢館藏期刊？,105,三樓期刊資料
1157,如何了解現期期刊是否已到館？,105,三樓期刊資料
1158,如何分辨期刊館藏位置?,77,期刊
1159,期刊資料為什麼不能外借？,105,三樓期刊資料
1160,為什麼專業的紙本期刊好像不是很多?,105,三樓期刊資料
1161,我想知道某期刊有否被SCI、SSCI或EI收錄？,105,三樓期刊資料
1162,我要查國外期刊的排名及影響指數，要如何進行？,105,三樓期刊資料
1163,多媒體資料是如何排列的呢？,106,多媒體服務
1164,個人的包包為何不能攜帶進入多媒體區？,106,多媒體服務
1165,為什麼不能拿自己的片子到五樓多媒體區觀賞呢？,106,多媒體服務
1166,五樓多媒體區的資料如何查詢？,106,多媒體服務
1167,電子論文上傳時間何時開始？何時截止？,107,電子論文上傳
1168,為何我無法登入博碩士論文系統？,107,電子論文上傳
1169,我沒有轉PDF檔的軟體該怎麼辦？,107,電子論文上傳
1170,上傳的電子論文檔案內容需要包含哪些？,107,電子論文上傳
1171,我的電子論文檔案有很多個，該怎麼合併成一個PDF檔案？,107,電子論文上傳
1172,我的電子論文自Word檔轉成PDF檔後有「?」情形的亂碼，該怎麼辦？,107,電子論文上傳
1173,我的電子論文檔案可以設保全嗎？,107,電子論文上傳
1174,我如何知道自己電子論文的審核結果？,107,電子論文上傳
1175,浮水印要加在哪？每一頁都要加上浮水印嗎？,107,電子論文上傳
1176,我的圖會蓋到浮水印，這樣可以嗎？,107,電子論文上傳
1177,是否一定要加入浮水印，我使用的編輯軟體無法加入怎麼辦？,107,電子論文上傳
1178,我何時可以簽署授權書？,107,電子論文上傳
1179,我可以到圖書館上傳論文後，在當天簽署授權書嗎？,107,電子論文上傳
1180,電子論文授權書是否可以代簽？,107,電子論文上傳
1181,簽署授權書後，如何再修改我的論文電子檔或摘要資料?,107,電子論文上傳
1182,我的電子論文已審核通過，也已簽署電子論文授權書，為何我的離校手續關卡還沒通過？,107,電子論文上傳
1183,我的論文有申請專利或其他特殊原因，該如何申請延後公開論文?,107,電子論文上傳
1184,全文電子檔授權書與紙本授權書是否相同？需要裝訂於紙本論文內嗎？,107,電子論文上傳
1185,檢索訓練教室內之電腦數量及配備規格是如何呢？,108,檢索教室
1186,如欲借用檢索訓練教室，該如何申請？,108,檢索教室
1187,電子資源系統的帳號密碼忘了，怎麼辦？,59,電子資源
1188,在校外可以使用本館電子資源嗎？,59,電子資源
1189,校外人士可以到本館使用電子資源嗎？,59,電子資源
1190,資料庫無法連線時，怎麼辦？,59,電子資源
1191,單機版的資料庫要在哪裡使用呢?,59,電子資源
1192,圖書館沒有我需要的書和期刊時怎麼辦？,376,館際合作/中部聯盟
1193,什麼是全國文獻傳遞服務？,89,館際借書與複印
1194,如何申請館際複印／互借？,89,館際借書與複印
1195,申請文獻傳遞服務大概需要多久時間可以拿到?,109,文獻傳遞
1196,申請館際合作文件該如何付費？,97,館際互借與複印
1197,申請館際複印時，圖書、期刊或博碩士論文可以整本複印嗎？,89,館際借書與複印
1198,如何薦購圖書？,64,false
1199,為什麼「圖書薦購系統」只能使用學校的E-mail？,110,個人圖書薦購
1200,為什麼沒有收到圖書薦購的回函通知？,110,個人圖書薦購
1201,薦購時有設定書採購入館後請協助預約，為什麼沒有幫我預約？,110,個人圖書薦購
1202,薦購期刊，才剛開學，卻收到「已無經費」通知？,110,個人圖書薦購
1203,請問薦購系統上薦購的圖書，多久會通知到館呢？,110,個人圖書薦購
1204,什麼是「圖書急編服務」？,111,急編服務
1205,申請圖書急編服務，多久可拿到書？,111,急編服務
1206,圖書的「處理狀態」，若為「移送讀服」，可申請急編服務嗎？,111,急編服務
1207,請問隨時都可以捐書嗎?有規定一定要什麼樣的書才能捐嗎?,112,贈書
1208,如何贈書給圖書館?,112,贈書
1209,弄丟書，如何處理？,113,其他類
1210,當在圖書館的書架上找不到書時，該怎辦？,113,其他類
1211,圖書歸還後，我想了解上架作業流程？,113,其他類
1212,在圖書館閱讀時，遇到其他學生喧嘩時，該怎麼處理？,113,其他類
1213,何時可辦理圖書長期借閱？,114,圖書
1214,校友如何辦證借閱？,114,圖書
1215,館友如何辦證借閱？,114,圖書
1216,開南圖書館網站首頁？,114,圖書
1217,要如何找圖書館的書？,114,圖書
1218,一張學生證可以借多少本書？,114,圖書
1219,一張教職員識別證可以借多少本書？,114,圖書
1220,如何辦理借閱手續？,114,圖書
1221,圖書借閱期限為何？是否可以續借？,114,圖書
1222,如何查尋個人借閱紀錄？,23,借還書
1223,寒暑假有開放嗎？可以借書嗎？,114,圖書
1224,參考書、百科全書、字典等參考書可以外借嗎？,114,圖書
1225,圖書館博碩士論文可以外借嗎？,114,圖書
1226,臨時學生證可以借書嗎？,114,圖書
1227,忘了帶學生證或識別證可以借書嗎？,114,圖書
1228,休學了還可以借書嗎？,94,與借書相關
1229,兼任老師可以借書嗎？,64,false
1230,校友如何辦理借書？,114,圖書
1231,一般社區民眾可以借書嗎？,114,圖書
1232,可以代替別人借書或領預約書嗎？,114,圖書
1233,可以用別人的學生證或識別證借書嗎？,114,圖書
1234,可以到其他學校借書嗎？,114,圖書
1235,新書展示區的書可以借嗎？,114,圖書
1236,在館內找不到我要的書籍？,114,圖書
1237,我的圖書為什麼不能續借？,114,圖書
1238,如何辦理預約或續借？,23,借還書
1239,如何由線上進行書籍預約呢？,114,圖書
1240,預約書到館時會通知嗎？,23,借還書
1241,我要如何才能「再借」已續借一次的圖書？,23,借還書
1242,圖書遺失了如何處理？,114,圖書
1243,圖書逾期會通知嗎？,114,圖書
1244,因為沒有收到E-mail通知圖書逾期，所以不知道圖書已經過期？,114,圖書
1245,所借的書逾期了會處罰嗎？,114,圖書
1246,逾期罰款不繳，有何影響？,183,資料借還
1247,二樓視聽資料可以外借嗎？,115,視聽資料
1248,如何借閱影片？,115,視聽資料
1249,如何借用視聽區十人視聽室？,115,視聽資料
1250,如何借用四十人視聽室？,115,視聽資料
1251,可以帶自己的影片在視聽區使用嗎？,115,視聽資料
1252,視聽區的電腦是否可作其他用途？,115,視聽資料
1253,如何連線圖書館電子資料庫？,116,電子資料庫
1254,無法開啟資料庫的全文(full text)？,59,電子資源
1255,資料庫無法連線時，怎麼辦？,59,電子資源
1256,圖書館資料庫之使用是否得親自到圖書館才能利用？,116,電子資料庫
1257,資料庫不知如何查詢怎麼辦？,116,電子資料庫
1258,館內是否提供無線上網？,116,電子資料庫
1259,圖書館期刊及報紙是否可外借？,77,期刊
1260,如何知道某種期刊有沒有館藏？,77,期刊
1261,館內的過期期刊放在哪裡？,77,期刊
1262,若要查尋的期刊資料找不到，怎麼辦？,77,期刊
1263,過期報紙在那裡？,68,期刊、報紙
1264,何謂館際合作？,71,館際合作
1265,館際合作系統之網站？,71,館際合作
1266,如何申請館際合作系統帳號及密碼？,71,館際合作
1267,館際合作申請程序？,71,館際合作
1268,如何得知館合申請件的處理情況？,71,館際合作
1269,北區聯盟的成員有哪些？,71,館際合作
1270,北區聯盟館際互借證的借期多久，可否續借？,71,館際合作
1271,食物、飲料可以帶進館嗎？,83,入館與開放時間
1272,校外人士可以進館嗎？,9,其他
1273,入館刷卡時，學生證或證別證有問題無法入館時，該如何處理？,118,其它
1274,如何使用置物櫃？,118,其它
1275,要如何將贈書贈送給學校？有何限制？,118,其它
1276,如何借用八人式討論室？,4,場地設備及網路
1277,如何借用研究小間？,91,場地使用
1278,預約？,64,false
1279,續借？,64,false
1280,找不到架上的書？,64,false
1281,如何借閱教授指定參考資料，是否可以用夜間外借方式辦理？,64,false
1282,期刊是否可外借？,64,false
1283,圖書館是否提供影印服務？影印費如何計費？,64,false
1284,要如何得知預約的圖書已到館？,64,false
1285,請問過期期刊及各類型資料放在哪？,64,false
1286,為什麼常收不到圖書到期，逾期通知？,64,false
1287,如何知道我推薦圖書館採購的書目前的處理情形？,64,false
1288,請問我是校外讀者，是否可到慈濟科技大學借書？,64,false
1289,常會太早收到圖書館寄發的圖書到期通知郵件，以致於提早辦理續借而不小心縮短了自己的借期。圖書館寄發的圖書到期通知的郵件到底要怎麼分辨？,64,false
1290,請問我的筆記型電腦有裝無線網路卡，但為何無法連上網使用？,64,false
1291,忘記密碼怎麼辦？,64,false
1292,學生及教職員可借圖書及視聽是幾冊？,64,false
1293,圖書遺失或污損該如何處理？,64,false
1294,圖書館的一般預約功能及慈大(中)代借代還有什麼不同？,64,false
1295,在圖書館裡用的帳號及密碼常會混淆該怎麼辦？,64,false
1296,圖書館一樓有２個櫃檯，請問各自的職掌如何？,64,false
1297,圖書館網站提供認識圖書館、服務與諮詢資料、館藏查詢、電子資源、館際合作申請、活動訊息等，其網址為何？還有甚麼好康大方送嗎？,64,false
1298,找資料時，甚麼時候需要申請館際合作？,64,false
1299,圖書已經歸還圖書館，但電腦裡的借閱記錄仍未取消，該怎麼辦？,64,false
1300,我要如何在圖書館一樓使用列表機印資料？,64,false
1301,圖書館除了借還書外，還提供甚麼其他的e化服務？,64,false
1302,為什麼收不到圖書到期、逾期、預約等通知？,64,false
1303,借書期限和冊數？,64,false
1304,借閱紀錄有疑問?,64,false
1305,圖書所附之光碟或磁片如何借閱？,64,false
1306,期刊、參考書等可以外借嗎？,64,false
1307,剛還的書可以馬上再借或換人借嗎？,64,false
1308,新書展示之書可以外借嗎？,64,false
1309,可以幫別人借書嗎？,64,false
1310,館藏未借出，但架上找不到？,64,false
1311,網路上可以辦理續借嗎？,64,false
1312,無法續借？,64,false
1313,借書逾期有何處罰？,64,false
1314,借書逾期會有通知嗎？何時會通知？,64,false
1315,借書逾期罰款不繳，有何影響？,64,false
1316,借書遺失該如何處理？若只遺失隨書所附之光碟呢？,64,false
1317,如何預約已外借的館藏？,64,false
1318,預約之館藏到館，會通知嗎？如何借？,64,false
1319,是否可請他人代借預約書？,64,false
1320,讀者資料查詢的密碼錯誤？,64,false
1321,如何更改讀者資料查詢的電子信箱或密碼？,64,false
1322,畢業紀念冊置於何處？可外借嗎？,64,false
1323,過期期刊置於何處？可外借嗎？,64,false
